# In-place string replacements (data sections), org -> dds_en

### cluster off 00062fe9-000630f5  sec .rdata  VA 004647e9
  * off=00062fe8 va=004647e8 len_jp=3   len_en=5   | '\x01死'                                    | '\x01Dead'
  * off=00063078 va=00464878 len_jp=5   len_en=6   | '\x12混乱'                                   | '\x12Panic'
  * off=00063080 va=00464880 len_jp=5   len_en=6   | '\x13舞踏'                                   | '\x13Dance'
  * off=00063088 va=00464888 len_jp=5   len_en=6   | '\x14感電'                                   | '\x14Shock'
  * off=00063090 va=00464890 len_jp=5   len_en=7   | '\x15氷結'                                   | '\x15Freeze'
  * off=00063098 va=00464898 len_jp=5   len_en=7   | '\x16炎上'                                   | '\x16Ignite'
  * off=000630a0 va=004648a0 len_jp=5   len_en=6   | '\x17盲目'                                   | '\x17Blind'
  * off=000630a8 va=004648a8 len_jp=5   len_en=7   | '\x18封魔'                                   | '\x18Sealed'
  * off=000630b0 va=004648b0 len_jp=7   len_en=7   | '\x19居眠り'                                  | '\x19Drowsy'
  * off=000630b8 va=004648b8 len_jp=7   len_en=7   | '\x1a狂戦士'                                  | '\x1aBerse.'
  * off=000630c0 va=004648c0 len_jp=5   len_en=5   | '\x1bハイ'                                   | '\x1bHigh'
  * off=000630c8 va=004648c8 len_jp=5   len_en=6   | '\x1e泥酔'                                   | '\x1eDrunk'
  * off=000630d0 va=004648d0 len_jp=7   len_en=6   | '\x1dほろ酔'                                  | '\x1dTipsy'
  * off=000630d8 va=004648d8 len_jp=5   len_en=6   | '\x1c幸福'                                   | '\x1cHappy'
  * off=000630e0 va=004648e0 len_jp=5   len_en=6   | '\x1fｽﾗｲﾑ'                                 | '\x1fSlime'
  * off=000630e8 va=004648e8 len_jp=5   len_en=6   | '!吸血'                                      | '!Vamp.'
  * off=000630f0 va=004648f0 len_jp=5   len_en=6   | '"外傷'                                      | '"Wound'

### cluster off 00065f4c-00065faf  sec .data  VA 0046834c
  * off=00065f4c va=0046834c len_jp=16  len_en=8   | 'オートマッピング'                                 | 'Auto Map'
  * off=00065f60 va=00468360 len_jp=20  len_en=9   | 'オートナビゲーション'                               | 'Auto Navi'
  * off=00065f78 va=00468378 len_jp=10  len_en=4   | 'ゲーム中断'                                    | 'Exit'
  * off=00065f84 va=00468384 len_jp=8   len_en=4   | '中断する'                                     | 'Exit'
  * off=00065f90 va=00468390 len_jp=10  len_en=4   | '中断しない'                                    | 'Back'
  * off=00065f9c va=0046839c len_jp=8   len_en=4   | '自由表示'                                     | 'Auto'
  * off=00065fa8 va=004683a8 len_jp=8   len_en=5   | '固定表示'                                     | 'Fixed'

### cluster off 000660d0-000660e1  sec .data  VA 004684d0
  * off=000660d0 va=004684d0 len_jp=18  len_en=15  | '攻撃がとどかない！'                                | 'Too far to hit!'

### cluster off 00066254-0006627f  sec .data  VA 00468654
  * off=00066254 va=00468654 len_jp=20  len_en=18  | '扉はロックされている'                               | 'The door is locked'
  * off=0006626c va=0046866c len_jp=20  len_en=18  | '扉はロックされている'                               | 'The door is locked'

### cluster off 00066480-0006663e  sec .data  VA 00468880
  * off=00066480 va=00468880 len_jp=29  len_en=13  | '[ITEM] 使用できる人が居ません'                       | 'Unable to use'
  * off=000664a0 va=004688a0 len_jp=27  len_en=7   | '[ITEM] アイテムが有りません'                        | 'No item'
  * off=000664bc va=004688bc len_jp=27  len_en=17  | '[DDS] DDSを所持していません'                       | 'DDS not installed'
  * off=000664d8 va=004688d8 len_jp=26  len_en=16  | '[FIGHT] 戦う相手が居ません'                        | 'No enemy present'
  * off=000664f4 va=004688f4 len_jp=25  len_en=17  | '[TALK] 会話相手が居ません'                         | 'No one to talk to'
  * off=00066510 va=00468910 len_jp=28  len_en=17  | '[TALK] DCSを所持していません'                      | 'DCS not installed'
  * off=00066530 va=00468930 len_jp=31  len_en=17  | '[MAPPING] AMSを所持していません'                   | 'AMS not installed'
  * off=00066550 va=00468950 len_jp=28  len_en=17  | '[TALK] DCSを所持していません'                      | 'DCS not installed'
  * off=00066570 va=00468970 len_jp=26  len_en=16  | '[FIGHT] 戦う相手が居ません'                        | 'No enemy present'
  * off=0006658c va=0046898c len_jp=24  len_en=16  | '[GUN] 戦う相手が居ません'                          | 'No enemy present'
  * off=000665a8 va=004689a8 len_jp=31  len_en=15  | '[ITEM] アイテムを使用できません'                      | 'Cannot use item'
  * off=000665c8 va=004689c8 len_jp=27  len_en=7   | '[ITEM] アイテムが有りません'                        | 'No item'
  * off=000665e4 va=004689e4 len_jp=28  len_en=16  | '[DEFENCE] 戦う相手が居ません'                      | 'No enemy present'
  * off=00066604 va=00468a04 len_jp=27  len_en=17  | '[DDS] DDSを所持していません'                       | 'DDS not installed'
  * off=00066620 va=00468a20 len_jp=31  len_en=17  | '[MAPPING] AMSを所持していません'                   | 'AMS not installed'

### cluster off 000666ac-00066721  sec .data  VA 00468aac
  * off=000666ac va=00468aac len_jp=14  len_en=11  | '%sを会得した！'                                 | 'Learned %s!'
  * off=000666bc va=00468abc len_jp=14  len_en=11  | '%sを会得した！'                                 | 'Learned %s!'
  * off=000666cc va=00468acc len_jp=29  len_en=18  | 'ポイントを振り分けてください\n'                         | 'Distribute points\n'
  * off=000666ec va=00468aec len_jp=19  len_en=17  | '後 %.1d ポイント  \n'                          | '%.1d points left\n'
  * off=00066700 va=00468b00 len_jp=21  len_en=14  | '%sはレベルが上がった\n'                            | '%s levelled up'
  * off=00066718 va=00468b18 len_jp=10  len_en=7   | '<アイテム>'                                   | '<Items>'

### cluster off 00067b58-00067c15  sec .data  VA 00469f58
  * off=00067b58 va=00469f58 len_jp=4   len_en=5   | '史人'                                       | 'Ayato'
    off=00067b60 va=00469f60 len_jp=4   len_en=4   | '葛城'                                       | '葛城'
  * off=00067b68 va=00469f68 len_jp=6   len_en=5   | '由宇香'                                      | 'Yuuka'
    off=00067b70 va=00469f70 len_jp=2   len_en=2   | '橘'                                        | '橘'
  * off=00067b74 va=00469f74 len_jp=2   len_en=3   | '泪'                                        | 'Rui'
  * off=00067b78 va=00469f78 len_jp=4   len_en=6   | '飛鳥'                                       | 'Asuka '
  * off=00067b80 va=00469f80 len_jp=4   len_en=6   | '義雄'                                       | 'Yoshio'
    off=00067b88 va=00469f88 len_jp=4   len_en=4   | '西野'                                       | '西野'
  * off=00067b90 va=00469f90 len_jp=4   len_en=7   | '達也'                                       | 'Tatsuya'
    off=00067b98 va=00469f98 len_jp=4   len_en=4   | '早坂'                                       | '早坂'
    off=00067ba0 va=00469fa0 len_jp=2   len_en=2   | '勇'                                        | '勇'
  * off=00067ba4 va=00469fa4 len_jp=4   len_en=7   | '山瀬'                                       | 'Yamase '
  * off=00067bac va=00469fac len_jp=4   len_en=3   | '英美'                                       | 'Emi'
    off=00067bb4 va=00469fb4 len_jp=4   len_en=4   | '桐島'                                       | '桐島'
  * off=00067bbc va=00469fbc len_jp=10  len_en=6   | 'ニュートン'                                    | 'Newton'
  * off=00067bc8 va=00469fc8 len_jp=6   len_en=6   | 'カズミ'                                      | 'Kazumi'
  * off=00067bd0 va=00469fd0 len_jp=4   len_en=7   | '山田'                                       | 'Yamada '
  * off=00067bd8 va=00469fd8 len_jp=4   len_en=0   | '惣厳'                                       | ''
    off=00067be0 va=00469fe0 len_jp=4   len_en=4   | '立川'                                       | '立川'
  * off=00067be8 va=00469fe8 len_jp=4   len_en=7   | '哲也'                                       | 'Tetsuya'
  * off=00067bf0 va=00469ff0 len_jp=4   len_en=7   | '園田'                                       | 'Sonoda '
  * off=00067bf8 va=00469ff8 len_jp=4   len_en=5   | '公輝'                                       | 'Kouki'
    off=00067c00 va=0046a000 len_jp=4   len_en=4   | '上河'                                       | '上河'
    off=00067c08 va=0046a008 len_jp=6   len_en=6   | '三四郎'                                      | '三四郎'
  * off=00067c10 va=0046a010 len_jp=4   len_en=6   | '相馬'                                       | 'Souma '

### cluster off 00067e54-00067eda  sec .data  VA 0046a254
  * off=00067e54 va=0046a254 len_jp=6   len_en=6   | '直  感'                                     | 'INTUIT'
  * off=00067e5c va=0046a25c len_jp=6   len_en=6   | '精神力'                                      | 'W.POWR'
  * off=00067e64 va=0046a264 len_jp=6   len_en=5   | '魔  力'                                     | 'MAGIC'
  * off=00067e6c va=0046a26c len_jp=6   len_en=6   | '知  力'                                     | 'INTELL'
  * off=00067e74 va=0046a274 len_jp=6   len_en=6   | '加  護'                                     | 'DIVINE'
  * off=00067e7c va=0046a27c len_jp=6   len_en=6   | '強  さ'                                     | 'STRNGT'
  * off=00067e84 va=0046a284 len_jp=6   len_en=6   | '体  力'                                     | 'VITALI'
  * off=00067e8c va=0046a28c len_jp=6   len_en=6   | '敏捷性'                                      | 'AGILIT'
  * off=00067e94 va=0046a294 len_jp=6   len_en=6   | '器用さ'                                      | 'DEXTER'
  * off=00067e9c va=0046a29c len_jp=6   len_en=5   | '魅  力'                                     | 'CHARM'
  * off=00067ea4 va=0046a2a4 len_jp=6   len_en=4   | '命  運'                                     | 'LUCK'
  * off=00067eac va=0046a2ac len_jp=4   len_en=5   | '技能'                                       | 'SKILL'
  * off=00067eb4 va=0046a2b4 len_jp=4   len_en=6   | '命中'                                       | 'CRITIC'
  * off=00067ebc va=0046a2bc len_jp=4   len_en=6   | '攻撃'                                       | 'ATTACK'
  * off=00067ec4 va=0046a2c4 len_jp=4   len_en=5   | '回避'                                       | 'EVADE'
  * off=00067ecc va=0046a2cc len_jp=4   len_en=6   | '防御'                                       | 'DEFENC'
  * off=00067ed4 va=0046a2d4 len_jp=4   len_en=7   | '弾数'                                       | 'BULLETS'

### cluster off 00068000-0006800d  sec .data  VA 0046a400
  * off=00068000 va=0046a400 len_jp=14  len_en=9   | '最高レベルです'                                  | 'Max Level'

### cluster off 00068054-00068058  sec .data  VA 0046a454
  * off=00068054 va=0046a454 len_jp=13  len_en=13  | '仲魔 %5d／%2d'                               | 'Demon%5d／%2d'

### cluster off 00068140-00068151  sec .data  VA 0046a540
  * off=00068140 va=0046a540 len_jp=18  len_en=11  | '所持アイテム %1d/8'                             | 'Items %1d/8'

### cluster off 000681a4-000681c2  sec .data  VA 0046a5a4
  * off=000681a4 va=0046a5a4 len_jp=8   len_en=4   | '魔法名称'                                     | 'Name'
  * off=000681b0 va=0046a5b0 len_jp=18  len_en=19  | '%-16.16s  MP  効果'                         | '%-16.16s  MP Effect'

### cluster off 00069cf8-00069d1d  sec .data  VA 0046c0f8
  * off=00069cf8 va=0046c0f8 len_jp=14  len_en=13  | '終了しますか？'                                  | 'Done playing?'
    off=00069d08 va=0046c108 len_jp=6   len_en=6   | 'DDSWIN'                                   | 'DDSWIN'
  * off=00069d10 va=0046c110 len_jp=14  len_en=13  | '終了しますか？'                                  | 'Done playing?'

### cluster off 00069e42-0006a415  sec .data  VA 0046c242
  * off=00069e42 va=0046c242 len_jp=0   len_en=9   | ''                                         | '\x18\x18\x18\x18\x18\x1c\x1c\x1c\x1c'
  * off=00069e4c va=0046c24c len_jp=2   len_en=0   | '\x10\x10'                                 | ''
  * off=00069e4e va=0046c24e len_jp=0   len_en=1   | ''                                         | '\x1c'
  * off=00069e52 va=0046c252 len_jp=4   len_en=4   | 'll$H'                                     | 'lllH'
  * off=00069e63 va=0046c263 len_jp=11  len_en=10  | '(((|(((�PPP'                              | '66\uf8f3fllﾌ\uf8f2ﾘﾘ'
  * off=00069e72 va=0046c272 len_jp=0   len_en=13  | ''                                         | '\x18\x18|ﾚﾘﾘ|\x1a\x1aﾚ|\x18\x18'
  * off=00069e83 va=0046c283 len_jp=0   len_en=11  | ''                                         | 'bﾒﾔh\x18\x10 lR柱'
  * off=00069e93 va=0046c293 len_jp=0   len_en=11  | ''                                         | 'pﾈﾈﾈP rﾊﾄﾄz'
  * off=00069ea2 va=0046c2a2 len_jp=4   len_en=5   | '00\x10 '                                  | '\x18\x18\x10\x10 '
  * off=00069eb2 va=0046c2b2 len_jp=0   len_en=13  | ''                                         | '\x04\x08\x18\x1000000\x10\x18\x08\x04'
  * off=00069ec2 va=0046c2c2 len_jp=0   len_en=13  | ''                                         | '@ 0\x10\x18\x18\x18\x18\x18\x100 @'
  * off=00069ed3 va=0046c2d3 len_jp=11  len_en=0   | '\x10\x10探8\x108T�\x10\x10'                | ''
  * off=00069ee5 va=0046c2e5 len_jp=7   len_en=7   | '\x10\x10\x10\uf8f2\x10\x10\x10'           | '\x18\x18\x18~\x18\x18\x18'
  * off=00069efb va=0046c2fb len_jp=4   len_en=5   | '00\x10 '                                  | '\x0c\x0c\x1c\x180'
  * off=00069f08 va=0046c308 len_jp=1   len_en=2   | '\uf8f2'                                   | '\uf8f2\uf8f2'
  * off=00069f1c va=0046c31c len_jp=1   len_en=0   | '\x10'                                     | ''
  * off=00069f1d va=0046c31d len_jp=0   len_en=2   | ''                                         | '88'
  * off=00069f22 va=0046c322 len_jp=0   len_en=14  | ''                                         | '\x03\x03\x06\x06\x0c\x0c\x18\x1800``ﾀﾀ'
  * off=00069f32 va=0046c332 len_jp=0   len_en=13  | ''                                         | '|跏跏ﾆﾆﾆﾎﾎﾎﾎ|'
  * off=00069f42 va=0046c342 len_jp=0   len_en=13  | ''                                         | '\x18\x18\x18\x18\x18\x188888888'
  * off=00069f52 va=0046c352 len_jp=0   len_en=13  | ''                                         | '|ﾆﾆ\x06\x06\x06|珥珥�\uf8f2'
  * off=00069f62 va=0046c362 len_jp=0   len_en=13  | ''                                         | 'xﾌ\x0c\x0c\x0c~\x06\x06\x06\x06ﾆﾆ|'
  * off=00069f72 va=0046c372 len_jp=0   len_en=13  | ''                                         | '�ﾌﾌﾌﾌﾌﾌﾌﾌ\uf8f2\x0c\x0c\x0c'
  * off=00069f82 va=0046c382 len_jp=0   len_en=13  | ''                                         | '\uf8f2ﾀﾀﾀﾀ�\x06\x06\x06\x06\x06ﾆ�'
  * off=00069f92 va=0046c392 len_jp=0   len_en=13  | ''                                         | '|ﾆﾆﾀﾀﾀ�跏跏諫'
  * off=00069fa2 va=0046c3a2 len_jp=0   len_en=13  | ''                                         | '\uf8f2\uf8f2\x06\x0c\x1800088888'
  * off=00069fb2 va=0046c3b2 len_jp=0   len_en=13  | ''                                         | '8ddddd\uf8f2ﾆﾆ跏諫'
  * off=00069fc2 va=0046c3c2 len_jp=0   len_en=13  | ''                                         | '|ﾆﾆﾆﾆﾆ~\x0e\x0e\x0e\x0e\x0e\x0e'
  * off=00069fd4 va=0046c3d4 len_jp=0   len_en=3   | ''                                         | '\x08\x18\x18'
  * off=00069fda va=0046c3da len_jp=2   len_en=3   | '00'                                       | '\x08\x18\x18'
  * off=00069fe4 va=0046c3e4 len_jp=0   len_en=3   | ''                                         | '\x08\x18\x18'
  * off=00069fea va=0046c3ea len_jp=4   len_en=6   | '00\x10 '                                  | '\x08\x18\x180 @'
  * off=00069ff3 va=0046c3f3 len_jp=11  len_en=11  | '\x02\x04\x08\x10 @ \x10\x08\x04\x02'      | '\x02\x06\x0c\x180`0\x18\x0c\x06\x02'
  * off=0006a005 va=0046c405 len_jp=0   len_en=2   | ''                                         | '�\uf8f2'
  * off=0006a009 va=0046c409 len_jp=1   len_en=0   | '\uf8f2'                                   | ''
  * off=0006a00a va=0046c40a len_jp=0   len_en=2   | ''                                         | '�\uf8f2'
  * off=0006a013 va=0046c413 len_jp=11  len_en=11  | '@ \x10\x08\x04\x02\x04\x08\x10 @'         | '@`0\x18\x0c\x06\x0c\x180`@'
  * off=0006a022 va=0046c422 len_jp=0   len_en=10  | ''                                         | '|ﾆﾆﾆ\x06\x0c\x18\x18\x18\x18'
  * off=0006a02d va=0046c42d len_jp=1   len_en=2   | '\x10'                                     | '\x18\x18'
  * off=0006a032 va=0046c432 len_jp=0   len_en=13  | ''                                         | '\uf8f2ｂｺｪｪｪｪｪｾ\x80\x80\uf8f2'
  * off=0006a042 va=0046c442 len_jp=0   len_en=13  | ''                                         | '|DDDD\uf8f2跏跏跏�'
  * off=0006a052 va=0046c452 len_jp=0   len_en=13  | ''                                         | '�ﾆﾆﾆﾆ�跏跏跏�'
  * off=0006a062 va=0046c462 len_jp=0   len_en=13  | ''                                         | '|ﾆﾆﾀﾀﾀ珥珥跏|'
  * off=0006a072 va=0046c472 len_jp=0   len_en=13  | ''                                         | '�ﾆﾆﾆﾆﾆ跏跏跏�'
  * off=0006a082 va=0046c482 len_jp=0   len_en=13  | ''                                         | '\uf8f2ﾆﾆﾀﾀﾀ\ue67f珥跏\uf8f2'
  * off=0006a092 va=0046c492 len_jp=0   len_en=13  | ''                                         | '\uf8f2ﾆﾀﾀﾀﾆ\uf8f2赳珥珥'
  * off=0006a0a2 va=0046c4a2 len_jp=0   len_en=13  | ''                                         | '|ﾆﾆﾆﾀﾀ鮻跏跏|'
  * off=0006a0b2 va=0046c4b2 len_jp=0   len_en=13  | ''                                         | 'ﾆﾆﾆﾆﾆﾆ\uf8f2跏跏跏'
  * off=0006a0c2 va=0046c4c2 len_jp=0   len_en=13  | ''                                         | '|00000888888|'
  * off=0006a0d2 va=0046c4d2 len_jp=0   len_en=13  | ''                                         | '\x1e\x0c\x0c\x0c\x0c\x0c\x0e\x0e\x0eﾎﾎﾎ|'
  * off=0006a0e2 va=0046c4e2 len_jp=0   len_en=13  | ''                                         | 'ﾆﾆﾆﾌﾌﾌ���跏跏'
  * off=0006a0f2 va=0046c4f2 len_jp=0   len_en=13  | ''                                         | 'ﾀﾀﾀﾀﾀﾀ珥珥琥\uf8f2'
  * off=0006a102 va=0046c502 len_jp=0   len_en=13  | ''                                         | 'ﾆﾆﾆﾆ�靑ﾖﾆﾆﾆﾆﾆ'
  * off=0006a112 va=0046c512 len_jp=0   len_en=13  | ''                                         | 'ﾆﾆﾆ跏ﾖﾖﾎﾎﾆﾆﾆﾆ'
  * off=0006a122 va=0046c522 len_jp=0   len_en=13  | ''                                         | '|ﾆﾆﾆﾆﾆ跏跏跏|'
  * off=0006a132 va=0046c532 len_jp=0   len_en=13  | ''                                         | '�ﾆﾆﾆﾆﾆ�珥珥珥'
  * off=0006a142 va=0046c542 len_jp=0   len_en=13  | ''                                         | '|ﾆﾆﾆﾆﾆﾆﾆﾆﾆﾞﾞ~'
  * off=0006a152 va=0046c552 len_jp=0   len_en=13  | ''                                         | '�ﾆﾆﾆﾆﾆ�跏跏跏'
  * off=0006a162 va=0046c562 len_jp=0   len_en=13  | ''                                         | '|ﾆﾆﾀﾀﾀ|\x0e\x0e\x0eﾎﾎ|'
  * off=0006a172 va=0046c572 len_jp=0   len_en=13  | ''                                         | '\uf8f2ｲ00088888888'
  * off=0006a182 va=0046c582 len_jp=0   len_en=13  | ''                                         | 'ﾆﾆﾆﾆﾆ跏跏跏諫'
  * off=0006a192 va=0046c592 len_jp=0   len_en=13  | ''                                         | 'ﾆﾆﾆﾆﾆﾆﾆLLLLLx'
  * off=0006a1a2 va=0046c5a2 len_jp=0   len_en=13  | ''                                         | 'ﾆﾆﾆﾆﾆﾆﾖﾖﾖ�鏆D'
  * off=0006a1b2 va=0046c5b2 len_jp=0   len_en=13  | ''                                         | 'ﾆﾆﾆﾆl(8(lﾆﾆﾆﾆ'
  * off=0006a1c2 va=0046c5c2 len_jp=0   len_en=13  | ''                                         | 'ﾆﾆﾆﾆ��8888888'
  * off=0006a1d2 va=0046c5d2 len_jp=0   len_en=13  | ''                                         | '\uf8f2ﾆ\x06\x06\x0c\x0c8``ﾀﾀﾆ\uf8f2'
  * off=0006a1e2 va=0046c5e2 len_jp=0   len_en=13  | ''                                         | '|``````ppppp|'
  * off=0006a1f1 va=0046c5f1 len_jp=13  len_en=0   | '   �   ,2""""'                            | ''
  * off=0006a1fe va=0046c5fe len_jp=0   len_en=1   | ''                                         | 'f'
  * off=0006a202 va=0046c602 len_jp=0   len_en=13  | ''                                         | '|\x0c\x0c\x0c\x0c\x0c\x0c\x0e\x0e\x0e\x0e\x0e~'
  * off=0006a212 va=0046c612 len_jp=0   len_en=4   | ''                                         | '\x108lﾆ'
  * off=0006a22d va=0046c62d len_jp=1   len_en=2   | '\uf8f2'                                   | '�\uf8f2'
  * off=0006a232 va=0046c632 len_jp=4   len_en=3   | '\x18\x18\x10\x08'                         | '`p0'
  * off=0006a247 va=0046c647 len_jp=0   len_en=8   | ''                                         | '|ﾆ\x06~跏諧'
  * off=0006a252 va=0046c652 len_jp=0   len_en=13  | ''                                         | 'ﾀﾀﾀﾀﾀ�ﾆﾆﾆ跏蹊'
  * off=0006a267 va=0046c667 len_jp=0   len_en=8   | ''                                         | '|ﾆﾆﾀ琥諫'
  * off=0006a272 va=0046c672 len_jp=0   len_en=13  | ''                                         | '\x06\x06\x06\x06\x06~ﾆﾆﾆ跏諧'
  * off=0006a287 va=0046c687 len_jp=0   len_en=8   | ''                                         | '|ﾆﾆ\uf8f2珥諫'
  * off=0006a292 va=0046c692 len_jp=0   len_en=13  | ''                                         | '\x0c0000|8888888'
  * off=0006a2a7 va=0046c6a7 len_jp=9   len_en=9   | '\x048Hp@xDD8'                             | '~ﾆﾆ跏~\x06ﾆ\uf8f2'
  * off=0006a2b2 va=0046c6b2 len_jp=0   len_en=13  | ''                                         | 'ﾀﾀﾀﾀﾀ�ﾆﾆﾆ跏跏'
  * off=0006a2c3 va=0046c6c3 len_jp=0   len_en=2   | ''                                         | '00'
  * off=0006a2c7 va=0046c6c7 len_jp=1   len_en=8   | '\x10'                                     | '00008888'
  * off=0006a2d3 va=0046c6d3 len_jp=0   len_en=2   | ''                                         | '\x18\x18'
  * off=0006a2d7 va=0046c6d7 len_jp=1   len_en=9   | '\x08'                                     | '\x18\x18\x18\x18\x1c\x1c\x1c\x1cx'
  * off=0006a2e2 va=0046c6e2 len_jp=0   len_en=13  | ''                                         | 'ﾀﾀﾀﾀﾀﾆﾆﾌ�跏跏'
  * off=0006a2f2 va=0046c6f2 len_jp=0   len_en=13  | ''                                         | '\x18\x18\x18\x18\x18\x18\x18\x1c\x1c\x1c\x1c\x1c\x0c'
  * off=0006a307 va=0046c707 len_jp=0   len_en=8   | ''                                         | '\uf8f2ﾖﾖﾖﾖﾖﾖﾖ'
  * off=0006a317 va=0046c717 len_jp=0   len_en=8   | ''                                         | '�ﾆﾆﾆ跏跏'
  * off=0006a327 va=0046c727 len_jp=0   len_en=8   | ''                                         | '|ﾆﾆﾆ跏諫'
  * off=0006a337 va=0046c737 len_jp=0   len_en=9   | ''                                         | '�ﾆﾆﾆﾆﾆ�珥'
  * off=0006a347 va=0046c747 len_jp=0   len_en=9   | ''                                         | '~ﾆﾆﾆ跏~\x06\x06'
  * off=0006a357 va=0046c757 len_jp=0   len_en=8   | ''                                         | '@~f`pppp'
  * off=0006a367 va=0046c767 len_jp=0   len_en=8   | ''                                         | '~b`p\x0e\x06f~'
  * off=0006a372 va=0046c772 len_jp=0   len_en=13  | ''                                         | '`````�```ppp<'
  * off=0006a387 va=0046c787 len_jp=0   len_en=8   | ''                                         | 'ﾆﾆﾆﾆ跏諧'
  * off=0006a397 va=0046c797 len_jp=0   len_en=8   | ''                                         | 'ﾆﾆﾆﾆll88'
  * off=0006a3a7 va=0046c7a7 len_jp=0   len_en=8   | ''                                         | 'ﾆﾆﾆﾖﾖ�玽'
  * off=0006a3b7 va=0046c7b7 len_jp=0   len_en=8   | ''                                         | 'ﾆﾆl\x10\x10lﾆﾆ'
  * off=0006a3c7 va=0046c7c7 len_jp=0   len_en=9   | ''                                         | 'ﾆﾆ跏\uf8f2~\x06\x06\x06'
  * off=0006a3d7 va=0046c7d7 len_jp=0   len_en=8   | ''                                         | '~~\x04\x08\x10 ~~'
  * off=0006a3e2 va=0046c7e2 len_jp=0   len_en=13  | ''                                         | '\x1c00000`08888\x1c'
  * off=0006a3f1 va=0046c7f1 len_jp=0   len_en=15  | ''                                         | '\x18\x18\x18\x18\x18\x18\x18\x18\x1c\x1c\x1c\x1c\x1c\x1c\x1c'
  * off=0006a402 va=0046c802 len_jp=0   len_en=13  | ''                                         | '<\x0c\x0c\x0c\x0c\x0c\x06\x0c\x0c\x0c\x0c\x0c8'
  * off=0006a412 va=0046c812 len_jp=0   len_en=2   | ''                                         | '�\uf8f2'
  * off=0006a414 va=0046c814 len_jp=2   len_en=0   | 'LH'                                       | ''

### cluster off 0006a44b-0006a62e  sec .data  VA 0046c84b
  * off=0006a44b va=0046c84b len_jp=0   len_en=4   | ''                                         | '\x18$$\x18'
  * off=0006a452 va=0046c852 len_jp=0   len_en=9   | ''                                         | '\x1f\x18\x18\x18\x18\x18\x18\x18\x18'
  * off=0006a466 va=0046c866 len_jp=0   len_en=9   | ''                                         | '\x0c\x0c\x0c\x0c\x0c\x0c\x0c\x0c<'
  * off=0006a47c va=0046c87c len_jp=0   len_en=3   | ''                                         | '`0\x18'
  * off=0006a488 va=0046c888 len_jp=0   len_en=2   | ''                                         | '\x18\x18'
  * off=0006a492 va=0046c892 len_jp=0   len_en=13  | ''                                         | '\x08\x08~\x10\x108%F\x0c\x14  \x1e'
  * off=0006a4a5 va=0046c8a5 len_jp=0   len_en=10  | ''                                         | '  \ue5e0H|Tｴ､H'
  * off=0006a4b7 va=0046c8b7 len_jp=0   len_en=8   | ''                                         | '\x80�то\uf8f0@'
  * off=0006a4c5 va=0046c8c5 len_jp=0   len_en=2   | ''                                         | ' \x10'
  * off=0006a4c8 va=0046c8c8 len_jp=0   len_en=7   | ''                                         | 'x�\x04\x04\x08\x080'
  * off=0006a4d5 va=0046c8d5 len_jp=0   len_en=2   | ''                                         | ' \x10'
  * off=0006a4d8 va=0046c8d8 len_jp=0   len_en=7   | ''                                         | 'x\x10 0PP�'
  * off=0006a4e5 va=0046c8e5 len_jp=0   len_en=10  | ''                                         | ' $2� 8$d､h'
  * off=0006a4f5 va=0046c8f5 len_jp=0   len_en=10  | ''                                         | '\x08HXdﾄH    '
  * off=0006a505 va=0046c905 len_jp=0   len_en=10  | ''                                         | '\x10\x10亢ﾔ粕8\x10 '
