# Giten Megami Tensei translation table -- see docs/pipeline.md
# Edit the 'en' column only.  Leave it empty (or equal to 'jp') to keep the
# original bytes.  Escapes: \n newline, <wait> page-wait, {XX} control byte
# (keep them, in order), \\ \{ \< literal backslash / brace / angle.
file	rec	idx	off	tag	jp	en	note
m/MS0014.BIN	F0	38	2116	1FD2	Mika's Mother:	Mika's Mother:	
m/MS0014.BIN	F0	39	2132	1FD3	You monster...\n<wait>	You monster...\n<wait>	
m/MS0014.BIN	F0	40	2181	1FD2	Mother:	Mother:	
m/MS0014.BIN	F0	41	2190	1FD3	Please, calm down. They're merely children fooling around.\nThere is nothing more to it than that.\n<wait>	Please, calm down. They're merely children fooling around.\nThere is nothing more to it than that.\n<wait>	
m/MS0014.BIN	F0	42	2322	1FD2	Mika's Mother:	Mika's Mother:	
m/MS0014.BIN	F0	43	2338	1FD3	No, I disagree!\n<wait>	No, I disagree!\n<wait>	
m/MS0014.BIN	F0	44	2362	1FD2	Mika's Mother:	Mika's Mother:	
m/MS0014.BIN	F0	45	2378	1FD3	This is a serious offence! A sex crime!\n<wait>Just the thought of having share a shelter\nwith people like you makes me shudder...\n<wait>	This is a serious offence! A sex crime!\n<wait>Just the thought of having share a shelter\nwith people like you makes me shudder...\n<wait>	
m/MS0014.BIN	F0	46	2514	1FD2	Mika's Mother:	Mika's Mother:	
m/MS0014.BIN	F0	47	2530	1FD3	Mark my word! I will report this to the Administrator's Office!\n<wait>	Mark my word! I will report this to the Administrator's Office!\n<wait>	
m/MS0014.BIN	F0	48	2628	1FD2	Mother:	Mother:	
m/MS0014.BIN	F0	49	2637	1FD3	...Don't take it personally, Ayato.\n<wait>	...Don't take it personally, Ayato.\n<wait>	
m/MS0014.BIN	F0	50	2681	1FD2	Mother:	Mother:	
m/MS0014.BIN	F0	51	2690	1FD3	You did nothing wrong.\n<wait>It's my failure as a mother that I couldn't stop this.\n<wait>	You did nothing wrong.\n<wait>It's my failure as a mother that I couldn't stop this.\n<wait>	
m/MS0014.BIN	F0	52	2786	1FD0	It appears that you have a new transmission...\n<wait>	It appears that you have a new transmission...\n<wait>	
m/MS0014.BIN	F0	53	2868	1FD2	Bael:	Bael:	
m/MS0014.BIN	F0	54	2875	1FD3	My son... <wait>Join me... <wait>Worship me...\n<wait>	My son... <wait>Join me... <wait>Worship me...\n<wait>	
m/MS0014.BIN	F0	55	2932	1FD2	Harajuku Shelter:	Harajuku Shelter:	
m/MS0014.BIN	F0	56	2951	1FD3	This is Harajuku Shelter.\n<wait>	This is Harajuku Shelter.\n<wait>	
m/MS0014.BIN	F0	57	2985	1FD2	Harajuku Shelter:	Harajuku Shelter:	
m/MS0014.BIN	F0	58	3004	1FD3	The Demon Repulsion Program has been completed,\nand using it, we have been able to turn the tide\nof the battle. All of the demons have now been\neither killed or driven off.\n<wait>	The Demon Repulsion Program has been completed,\nand using it, we have been able to turn the tide\nof the battle. All of the demons have now been\neither killed or driven off.\n<wait>	
m/MS0014.BIN	F0	59	3185	1FD2	Harajuku Shelter:	Harajuku Shelter:	
m/MS0014.BIN	F0	60	3204	1FD3	Regrettably, it doesn't appear that there is any\nhope of recovery for those infected by\nthe Zombie Virus.\n<wait>	Regrettably, it doesn't appear that there is any\nhope of recovery for those infected by\nthe Zombie Virus.\n<wait>	
m/MS0014.BIN	F0	61	3318	1FD2	Harajuku Shelter:	Harajuku Shelter:	
m/MS0014.BIN	F0	62	3337	1FD3	As such, they too have been exterminated.\n<wait>	As such, they too have been exterminated.\n<wait>	
m/MS0014.BIN	F0	63	3387	1FD2	Harajuku Shelter:	Harajuku Shelter:	
m/MS0014.BIN	F0	64	3406	1FD3	We are currently interrogating parties suspected\nof involvement in the attack.\n<wait>	We are currently interrogating parties suspected\nof involvement in the attack.\n<wait>	
m/MS0014.BIN	F0	65	3491	1FD2	Harajuku Shelter:	Harajuku Shelter:	
m/MS0014.BIN	F0	66	3510	1FD3	Attached to this message is the program.\n<wait>	Attached to this message is the program.\n<wait>	
m/MS0014.BIN	F0	67	3559	1FD2	Harajuku Shelter:	Harajuku Shelter:	
m/MS0014.BIN	F0	68	3578	1FD3	May it prove as useful for you as it was for us.\n<wait>	May it prove as useful for you as it was for us.\n<wait>	
m/MS0014.BIN	F0	69	3635	1FD0	he attachment consists of whopping 1.5 gigabytes of compressed data.\n<wait>	he attachment consists of whopping 1.5 gigabytes of compressed data.\n<wait>	
m/MS0014.BIN	F0	70	3710	1FBA	You start the download.\n<wait>	You start the download.\n<wait>	
m/MS0014.BIN	F0	71	3746	1FFA	.............................................\n<wait>	.............................................\n<wait>	suspect: may be misread operand data, verify before editing
m/MS0014.BIN	F0	72	3804	1FFA	Download completed.\n<wait>	Download completed.\n<wait>	
m/MS0014.BIN	F0	73	3891	1FD2	Bael:	Bael:	
m/MS0014.BIN	F0	74	3898	1FD3	My son... <wait>Join me... <wait>Worship me...\n<wait>	My son... <wait>Join me... <wait>Worship me...\n<wait>	
m/MS0014.BIN	F0	75	3951	1FD0	You begin uncompressing the data.\n<wait>	You begin uncompressing the data.\n<wait>	
m/MS0014.BIN	F0	76	3991	1FBA	IST.BIN	IST.BIN	
m/MS0014.BIN	F0	77	4004	1FFA	.................................\n<wait>	.................................\n<wait>	suspect: may be misread operand data, verify before editing
m/MS0014.BIN	F0	78	4050	1FFA	You can feel a pleasant tremble somewhere deep within your body\nas the data flashes on the screen.\n<wait>	You can feel a pleasant tremble somewhere deep within your body\nas the data flashes on the screen.\n<wait>	
m/MS0014.BIN	F0	79	4161	1FD2	Bael:	Bael:	
m/MS0014.BIN	F0	80	4168	1FD3	My son... <wait>Join me... <wait>Worship me...\n<wait>	My son... <wait>Join me... <wait>Worship me...\n<wait>	
m/MS0014.BIN	F0	81	4275	1FD2	Goddess:	Goddess:	
m/MS0014.BIN	F0	82	4285	1FD3	My beloved hunter... <wait>If you plan to leave my side...\n<wait>	My beloved hunter... <wait>If you plan to leave my side...\n<wait>	
m/MS0014.BIN	F0	83	4350	1FD2	Goddess:	Goddess:	
m/MS0014.BIN	F0	84	4360	1FD3	Then I cannot let you live...\n<wait>	Then I cannot let you live...\n<wait>	
m/MS0014.BIN	F0	85	4438	1FD2	Rui:	Rui:	
m/MS0014.BIN	F0	86	4444	1FD3	Do you truly love me?\nOr am I just a replacement for Yuuka?\n<wait>	Do you truly love me?\nOr am I just a replacement for Yuuka?\n<wait>	
m/MS0014.BIN	F0	87	4546	1FD0	You can see a broken cat robot on the floor...\n<wait>	You can see a broken cat robot on the floor...\n<wait>	
m/MS0014.BIN	F0	88	4601	1FD1	>Will you pick it up?\n<wait>	>Will you pick it up?\n<wait>	
m/MS0014.BIN	F0	89	4645	1FB2	Yes	Yes	
m/MS0014.BIN	F0	90	4650	1FB2	No	No	
m/MS0014.BIN	F0	91	4676	1FD0	You reach for the robot and attempt to pick it up.\n<wait>	You reach for the robot and attempt to pick it up.\n<wait>	
m/MS0014.BIN	F0	92	4733	1FBA	Just then, the cat opens its eyes, and scratches your arm!\n<wait>	Just then, the cat opens its eyes, and scratches your arm!\n<wait>	
m/MS0014.BIN	F0	93	4798	1FBA	It then runs off somewhere.\n<wait>	It then runs off somewhere.\n<wait>	
m/MS0014.BIN	F0	94	4856	1FD2	Mother:	Mother:	
m/MS0014.BIN	F0	95	4865	1FD3	Ayato...<wait>逃げるの‥‥よ‥‥<wait>走ってぇッ！！\n<wait>		
m/MS0014.BIN	F0	96	4941	1FD2	Mother:	Mother:	
m/MS0014.BIN	F0	97	4950	1FD3	キャヤァァァァ！！！\n<wait>		
m/MS0014.BIN	F0	98	5023	1FD0	床には悪魔に無残にも引き裂かれた、女性の死体が倒れている{02}データ<wait>		runtime inserts: reproduce every {XX} token, in order
m/MS0014.BIN	F0	99	5105	1FD2	Father:	Father:	
m/MS0014.BIN	F0	100	5114	1FD3	Ayato...<wait>Ayato!\n<wait>	Ayato...<wait>Ayato!\n<wait>	
m/MS0014.BIN	F0	101	5164	1FD2	西野：		
m/MS0014.BIN	F0	102	5218	1FD2	Father:	Father:	
m/MS0014.BIN	F0	103	5227	1FD3	{02}じゃd頼む{02}じゃd\n<wait>		runtime inserts: reproduce every {XX} token, in order
m/MS0014.BIN	F0	104	5276	1FD2	西野：		
m/MS0014.BIN	F0	105	5321	1FD2	西野：		
m/MS0014.BIN	F0	106	5327	1FD3	後は‥‥君のお父さんが、ちゃんとしてくれるよ。\n{01}2だよ‥‥ね？\n<wait>		runtime inserts: reproduce every {XX} token, in order
m/MS0014.BIN	F0	107	5425	1FD2	Father:	Father:	
m/MS0014.BIN	F0	108	5434	1FD3	Ayato...<wait>母さんは‥‥もういないんだ。\n<wait>		
m/MS0014.BIN	F0	109	5473	1FD2	Father:	Father:	
m/MS0014.BIN	F0	110	5482	1FD3	{02}バスターr母さんは‥‥もう{02}山瀬データ<wait>		runtime inserts: reproduce every {XX} token, in order
m/MS0014.BIN	F0	111	5510	1FD0	You can see a broken cat robot on the floor...\n<wait>	You can see a broken cat robot on the floor...\n<wait>	
m/MS0014.BIN	F0	112	5565	1FD0	まるで、巨大な爪で引き裂かれた様だった。\n<wait>		
m/MS0014.BIN	F0	113	5657	1FD0	Following the cryptic conversation,\nthe demons vanish as casually as they appeared.\n<wait>	Following the cryptic conversation,\nthe demons vanish as casually as they appeared.\n<wait>	
m/MS0014.BIN	F0	114	5776	1FD2	Murmur:	Murmur:	
m/MS0014.BIN	F0	115	5785	1FD3	Oh, I almost forgot. I must deliver the head to Lord Bael.\n<wait>	Oh, I almost forgot. I must deliver the head to Lord Bael.\n<wait>	
m/MS0014.BIN	F0	116	5889	1FD2	Marduk:	Marduk:	
m/MS0014.BIN	F0	117	5898	1FD3	That stone tablet was carved by Bael himself.\nIt contains the magic of ancient Mesopotamia.\n<wait>	That stone tablet was carved by Bael himself.\nIt contains the magic of ancient Mesopotamia.\n<wait>	
m/MS0014.BIN	F0	118	5998	1FD2	Marduk:	Marduk:	
m/MS0014.BIN	F0	119	6007	1FD3	Ayato... Break the Rabisu Sigil, and set me free.\n<wait>	Ayato... Break the Rabisu Sigil, and set me free.\n<wait>	
m/MS0014.BIN	F0	120	6065	1FD2	Marduk:	Marduk:	
m/MS0014.BIN	F0	121	6074	1FD3	There is still something that I must do...\n<wait>	There is still something that I must do...\n<wait>	
m/MS0014.BIN	F0	122	6150	1FD2	Demon:	Demon:	
m/MS0014.BIN	F0	123	6158	1FD3	...My son...\n<wait>	...My son...\n<wait>	
m/MS0014.BIN	F0	124	6225	1FD2	Souma Sanshirou:	Souma Sanshirou:	
m/MS0014.BIN	F0	125	6243	1FD3	黄泉にはオセがいる{02}データ<wait>		runtime inserts: reproduce every {XX} token, in order
m/MS0014.BIN	F0	126	6270	1FD2	Souma Sanshirou:	Souma Sanshirou:	
m/MS0014.BIN	F0	127	6288	1FD3	犠牲となった、聖城学園の生徒達と共に{02}データ<wait>		runtime inserts: reproduce every {XX} token, in order
m/MS0014.BIN	F0	128	6355	1FD2	Yuuka:	Yuuka:	
m/MS0014.BIN	F0	129	6363	1FD3	Katsuragi! Katsuragi!\n<wait>	Katsuragi! Katsuragi!\n<wait>	
m/MS0014.BIN	F0	130	6391	1FBA	Miri... <wait>	Miri... <wait>	
m/MS0014.BIN	F0	131	6407	1FD2	Yuuka:	Yuuka:	
m/MS0014.BIN	F0	132	6415	1FD3	My little sister Miri	My little sister Miri	
m/MS0014.BIN	F0	133	6442	1FFA	...... 	...... 	suspect: may be misread operand data, verify before editing
m/MS0014.BIN	F0	134	6455	1FFA	She was	She was	
m/MS0014.BIN	F0	135	6468	1FFA	...... 	...... 	suspect: may be misread operand data, verify before editing
m/MS0014.BIN	F0	136	6488	1FD2	Yuuka:	Yuuka:	
m/MS0014.BIN	F0	137	6496	1FD3	She was found dead	She was found dead	
m/MS0014.BIN	F0	138	6520	1FFA	...... 	...... 	suspect: may be misread operand data, verify before editing
m/MS0014.BIN	F0	139	6533	1FFA	near the forest area	near the forest area	
m/MS0014.BIN	F0	140	6559	1FFA	......\n<wait>	......\n<wait>	suspect: may be misread operand data, verify before editing
m/MS0014.BIN	F0	141	6580	1FD2	Yuuka:	Yuuka:	
m/MS0014.BIN	F0	142	6588	1FD3	Apparently, the way she was killed was particularly... <wait>gruesome.\n<wait>	Apparently, the way she was killed was particularly... <wait>gruesome.\n<wait>	
m/MS0014.BIN	F0	143	6665	1FD2	Yuuka:	Yuuka:	
m/MS0014.BIN	F0	144	6673	1FD3	Every last drop of her blood had been drained. <wait>And yet...\n<wait>	Every last drop of her blood had been drained. <wait>And yet...\n<wait>	
m/MS0014.BIN	F0	145	6800	1FFA	...... 	...... 	suspect: may be misread operand data, verify before editing
m/MS0014.BIN	F0	146	6813	1FFA	*Sob*	*Sob*	
m/MS0014.BIN	F0	147	6824	1FFA	...	...	suspect: may be misread operand data, verify before editing
m/MS0014.BIN	F0	148	6833	1FFA	*Sob*	*Sob*	
m/MS0014.BIN	F0	149	6844	1FFA	...\n<wait>	...\n<wait>	suspect: may be misread operand data, verify before editing
m/MS0014.BIN	F0	150	6900	1FD2	Nishino:	Nishino:	
m/MS0014.BIN	F0	151	6910	1FD3	Ayato... The truth is... Your father..\n<wait>	Ayato... The truth is... Your father..\n<wait>	
m/MS0014.BIN	F0	152	6955	1FD2	Nishino:	Nishino:	
m/MS0014.BIN	F0	153	6965	1FD3	Your father... <wait>is dead.\n<wait>	Your father... <wait>is dead.\n<wait>	
m/MS0014.BIN	F0	154	7001	1FD2	Nishino:	Nishino:	
m/MS0014.BIN	F0	155	7011	1FD3	............\n<wait>	............\n<wait>	suspect: may be misread operand data, verify before editing
m/MS0014.BIN	F0	156	7032	1FD2	Nishino:	Nishino:	
m/MS0014.BIN	F0	157	7042	1FD3	He died protecting me!...\n<wait>	He died protecting me!...\n<wait>	
m/MS0014.BIN	F0	158	7100	1FD2	Mother:	Mother:	
m/MS0014.BIN	F0	159	7109	1FD3	やあねぇ、		
m/MS0014.BIN	F0	160	7175	1FD2	Mother:	Mother:	
m/MS0014.BIN	F0	161	7184	1FD3	もう		
m/MS0014.BIN	F0	162	7237	1FD2	Mother:	Mother:	
m/MS0014.BIN	F0	163	7246	1FD3	Here. Take my hand.\n<wait>	Here. Take my hand.\n<wait>	
m/MS0014.BIN	F0	164	7276	1FD2	Yoshino-Hime:	Yoshino-Hime:	
m/MS0014.BIN	F0	165	7291	1FD3	This is the sea of your heart... The vast, vast abyss...\n<wait>	This is the sea of your heart... The vast, vast abyss...\n<wait>	
m/MS0014.BIN	F0	166	7356	1FD2	Yoshino-Hime:	Yoshino-Hime:	
m/MS0014.BIN	F0	167	7371	1FD3	Now, be brave, and travel ever deeper...\n<wait>	Now, be brave, and travel ever deeper...\n<wait>	
m/MS0014.BIN	F0	168	7420	1FD2	Yoshino-Hime:	Yoshino-Hime:	
m/MS0014.BIN	F0	169	7435	1FD3	All the way down to the depths of id...\n<wait>	All the way down to the depths of id...\n<wait>	
m/MS0014.BIN	F0	170	7485	1FD2	Mother:	Mother:	
m/MS0014.BIN	F0	171	7494	1FD3	Ayato... Oh, Ayato... Please do not cry...\n<wait>	Ayato... Oh, Ayato... Please do not cry...\n<wait>	
m/MS0014.BIN	F0	172	7545	1FD2	Mother:	Mother:	
m/MS0014.BIN	F0	173	7554	1FD3	You must act like a man. Be strong like your father, alright?\n<wait>	You must act like a man. Be strong like your father, alright?\n<wait>	
m/MS0014.BIN	F0	174	7624	1FD2	Mother:	Mother:	
m/MS0014.BIN	F0	175	7633	1FD3	Please, do not cry.\n<wait>	Please, do not cry.\n<wait>	
m/MS0014.BIN	F0	176	7663	1FD2	Zowie:	Zowie:	
m/MS0014.BIN	F0	177	7671	1FD3	Meow...\n<wait>	Meow...\n<wait>	
m/MS0014.BIN	F0	178	7689	1FD2	Hayasaka:	Hayasaka:	
m/MS0014.BIN	F0	179	7700	1FD3	The truth is...\n<wait>Oh, and this is for your ears only. No telling anyone else.\n<wait>	The truth is...\n<wait>Oh, and this is for your ears only. No telling anyone else.\n<wait>	
m/MS0014.BIN	F0	180	7788	1FD2	Hayasaka:	Hayasaka:	
m/MS0014.BIN	F0	181	7799	1FD3	The truth is... <wait>I... <wait>I fell in love with a girl.\n<wait>	The truth is... <wait>I... <wait>I fell in love with a girl.\n<wait>	
m/MS0014.BIN	F0	182	7864	1FD2	Hayasaka:	Hayasaka:	
m/MS0014.BIN	F0	183	7875	1FD3	Her name? <wait>Kirishima Emi.\n<wait>Have we talked? <wait>Absolutely not!\nI doubt I could form a single coherent sentece in front of her.<wait>	Her name? <wait>Kirishima Emi.\n<wait>Have we talked? <wait>Absolutely not!\nI doubt I could form a single coherent sentece in front of her.<wait>	
m/MS0014.BIN	F0	184	8015	1FD2	Hayasaka:	Hayasaka:	
m/MS0014.BIN	F0	185	8026	1FD3	The problem is... She's way higher rank than me.\nIt's silly to even think that I'd have a chance with someone like her.\n<wait>	The problem is... She's way higher rank than me.\nIt's silly to even think that I'd have a chance with someone like her.\n<wait>	
m/MS0014.BIN	F0	186	8433	1FD2	Bloodied Head:	Bloodied Head:	
m/MS0014.BIN	F0	187	8449	1FD3	Katsuragi... Katsuragi...\n<wait>	Katsuragi... Katsuragi...\n<wait>	
m/MS0014.BIN	F0	188	8483	1FD2	Bloodied Head:	Bloodied Head:	
m/MS0014.BIN	F0	189	8499	1FD3	...Don't you love me?\n<wait>	...Don't you love me?\n<wait>	
m/MS0014.BIN	F0	190	8529	1FD2	Bloodied Head:	Bloodied Head:	
m/MS0014.BIN	F0	191	8545	1FD3	...Then why do you look so sad?\n<wait>	...Then why do you look so sad?\n<wait>	
m/MS0014.BIN	F0	192	8585	1FD2	Bloodied Head:	Bloodied Head:	
m/MS0014.BIN	F0	193	8601	1FD3	...You found me. I'm right here...\n<wait>	...You found me. I'm right here...\n<wait>	
m/MS0014.BIN	F0	194	8646	1FD2	Alice:	Alice:	
m/MS0014.BIN	F0	195	8654	1FD3	I just wanted to live, that's all...\n<wait>I wanted to be like humans...\n<wait>	I just wanted to live, that's all...\n<wait>I wanted to be like humans...\n<wait>	
m/MS0014.BIN	F0	196	8733	1FD2	Alice:	Alice:	
m/MS0014.BIN	F0	197	8741	1FD3	So, why? Why did I need to die?\n<wait>	So, why? Why did I need to die?\n<wait>	
m/MS0014.BIN	F0	198	8783	1FD2	Sonoda:	Sonoda:	
m/MS0014.BIN	F0	199	8792	1FD3	I died... on the battlefield... So where is my heart?\n<wait>	I died... on the battlefield... So where is my heart?\n<wait>	
m/MS0014.BIN	F0	200	8854	1FD2	Sonoda:	Sonoda:	
m/MS0014.BIN	F0	201	8863	1FD3	Katsuragi! The one who killed me was ...... !\n<wait>	Katsuragi! The one who killed me was ...... !\n<wait>	
m/MS0014.BIN	F0	202	8917	1FD2	Sonoda:	Sonoda:	
m/MS0014.BIN	F0	203	8926	1FD3	Be careful... <wait>Be careful!...\n<wait>	Be careful... <wait>Be careful!...\n<wait>	
m/MS0014.BIN	F0	204	8969	1FD2	Emi:	Emi:	
m/MS0014.BIN	F0	205	8975	1FD3	Tatsuya bought me ring.\nI don't know how he managed to afford it...\n<wait>	Tatsuya bought me ring.\nI don't know how he managed to afford it...\n<wait>	
m/MS0014.BIN	F0	206	9051	1FD2	Emi:	Emi:	
m/MS0014.BIN	F0	207	9057	1FD3	When you find yourself a girlfriend,\nKatsuragi, make sure to buy her a ring.\n<wait>	When you find yourself a girlfriend,\nKatsuragi, make sure to buy her a ring.\n<wait>	
m/MS0014.BIN	F0	208	9142	1FD2	Emi:	Emi:	
m/MS0014.BIN	F0	209	9148	1FD3	Women really like these sorts of things.\nIt's not about the money, but the emotional aspect.\n<wait>	Women really like these sorts of things.\nIt's not about the money, but the emotional aspect.\n<wait>	
m/MS0014.BIN	F0	210	9361	1FD2	Nishino:	Nishino:	
m/MS0014.BIN	F0	211	9371	1FD3	Good job, both of you.\n<wait>	Good job, both of you.\n<wait>	
m/MS0014.BIN	F0	212	9402	1FD2	Hayasaka:	Hayasaka:	
m/MS0014.BIN	F0	213	9413	1FD3	I dig the way you fight.\n<wait>	I dig the way you fight.\n<wait>	
m/MS0014.BIN	F0	214	9446	1FD2	Yamase:	Yamase:	
m/MS0014.BIN	F0	215	9455	1FD3	Same here. I never imagined that Yuuka was such a bad-ass.\n<wait>	Same here. I never imagined that Yuuka was such a bad-ass.\n<wait>	
m/MS0014.BIN	F0	216	9522	1FD2	Yamase:	Yamase:	
m/MS0014.BIN	F0	217	9531	1FD3	On one side, she's a proper young lady, and on the other,\na fierce warrior. Oh yeah...<wait>	On one side, she's a proper young lady, and on the other,\na fierce warrior. Oh yeah...<wait>	
m/MS0014.BIN	F0	218	9625	1FD2	Yuuka:	Yuuka:	
m/MS0014.BIN	F0	219	9633	1FD3	Err... Thanks?\n<wait>	Err... Thanks?\n<wait>	
m/MS0014.BIN	F0	220	9656	1FD2	Emi:	Emi:	
m/MS0014.BIN	F0	221	9662	1FD3	Don't worry too much about what this idiot says.\n<wait>Still, it was kinda amazing what you two managed to do back there.\nSeriously!\n<wait>	Don't worry too much about what this idiot says.\n<wait>Still, it was kinda amazing what you two managed to do back there.\nSeriously!\n<wait>	
m/MS0014.BIN	F0	222	9801	1FD2	Nishino:	Nishino:	
m/MS0014.BIN	F0	223	9811	1FD3	Now then...\n<wait>Let us introduce ourselves to our future Devil Busters.\n<wait>	Now then...\n<wait>Let us introduce ourselves to our future Devil Busters.\n<wait>	
m/MS0014.BIN	F0	224	9891	1FD2	Hayasaka:	Hayasaka:	
m/MS0014.BIN	F0	225	9902	1FD3	I'm Hayasaka Tatsuya, of Squad Two.\n<wait>	I'm Hayasaka Tatsuya, of Squad Two.\n<wait>	
m/MS0014.BIN	F0	226	9946	1FD2	Hayasaka:	Hayasaka:	
m/MS0014.BIN	F0	227	9957	1FD3	I specialize in close-quarters combat.\nUnlike Kirishima, I'm pretty bad with computers and such.\n<wait>	I specialize in close-quarters combat.\nUnlike Kirishima, I'm pretty bad with computers and such.\n<wait>	
m/MS0014.BIN	F0	228	10062	1FD2	Emi:	Emi:	
m/MS0014.BIN	F0	229	10068	1FD3	I'm Kirishima Emi, also of Squad Two.\n<wait>	I'm Kirishima Emi, also of Squad Two.\n<wait>	
m/MS0014.BIN	F0	230	10114	1FD2	Emi:	Emi:	
m/MS0014.BIN	F0	231	10120	1FD3	I'm a mechanic by trade, but these days, I do mostly computer work.\nIt's my job to keep all the programs up to date, as well as to manage\nthe demon data used by our squad for training.\n<wait>	I'm a mechanic by trade, but these days, I do mostly computer work.\nIt's my job to keep all the programs up to date, as well as to manage\nthe demon data used by our squad for training.\n<wait>	
m/MS0014.BIN	F0	232	10313	1FD2	Emi:	Emi:	
