# Giten Megami Tensei translation table -- see docs/pipeline.md
# Edit the 'en' column only.  Leave it empty (or equal to 'jp') to keep the
# original bytes.  Escapes: \n newline, <wait> page-wait, {XX} control byte
# (keep them, in order), \\ \{ \< literal backslash / brace / angle.
file	rec	idx	off	tag	jp	en	note
m/MS002B.BIN	0:00	24	712	1FD3	{01:16}{08:72}{08:79}子の中で{08:72}\n<wait>{08:72}ず{08:53}{02:08}見{08:2B}{08:72}\n<wait>	I shall be there... inside her...\n<wait>Watching you...\n<wait>	reads: あたし‥‥その子の中で‥‥\n<wait>‥‥ずっと‥‥‥見てる‥‥\n<wait> @from-v005
m/MS002B.BIN	0:00	25	756	1FD0	アスタルテ{08:62}ゆっくりと	Astarte slowly approaches Yuuka.\n<wait>	reads: アスタルテは、ゆっくりと @from-v005
m/MS002B.BIN	0:00	26	782	00	{04:FE}に近づ{08:64}{02:08}\n<wait>		reads: に近づいた‥‥‥\n<wait> @rebase-new
m/MS002B.BIN	0:00	27	801	1FBA	二人の身体が触{08:60}途端、辺りはまばゆい光に包ま{08:11}\n光に眩{08:5F}	The instant their bodies, the room is swallowed by a flash of bright\nlight. The final image your eyes are able to capture is that of\nthe two women merging into one.\n<wait>	reads: 二人の身体が触れた途端、辺りはまばゆい光に包まれた！\n光に眩んだ @from-v005
m/MS002B.BIN	0:00	28	860	00	{04:FF}の目に最期に映{08:51}の{08:62}アスタルテと		reads: の目に最期に映ったのは、アスタルテと @rebase-new
m/MS002B.BIN	0:00	29	898	00	{04:FE}の身体が\n融合{08:4A}いく様であ{08:51}{02:08}‥\n<wait>		reads: の身体が\n融合していく様であった‥‥‥‥\n<wait> @rebase-new
m/MS002B.BIN	0:00	30	990	1FC5	光が収まり、目を開{08:64}	The light soon fades,\nand what you find yourself faced with is a lone goddess.\n<wait>	reads: 光が収まり、目を開いた @from-v005
m/MS002B.BIN	0:00	31	1014	00	{04:FF}の前に{08:62}一人の女神が立{08:52}{08:64}。\n<wait>		reads: の前には、一人の女神が立っていた。\n<wait> @rebase-new
m/MS002B.BIN	0:00	32	1053	1FD2	イシュタル：	Ishtar:	@from-v005
m/MS002B.BIN	0:00	33	1071	00	{04:FF}よ{02:08}‥私はイシュタル{02:08}‥\n{08:8B}ぞ私を復活{02:0D}くれま{08:4B}{02:08}{08:72}\n<wait>	Katsuragi Ayato... I am Ishtar.\nI thank you for bringing me back to life.\n<wait>	reads: よ‥‥‥‥私はイシュタル‥‥‥‥\nよくぞ私を復活させてくれました‥‥‥‥‥\n<wait> @from-v005 @rebase-tagdiff
m/MS002B.BIN	0:00	34	1133	1FD2	イシュタル：	Ishtar:	@from-v005
m/MS002B.BIN	0:00	35	1147	1FD3	さあ{02:08}最後の仕上げ{08:55}{02:08}‥\nバールの元{08:71}、共に参りま{08:80}{02:08}‥\n<wait>	Now, there is but one thing left to do. Let us face Baal together.\n<wait>	reads: さあ‥‥‥最後の仕上げです‥‥‥‥\nバールの元まで、共に参りましょう‥‥‥‥\n<wait> @from-v005
m/MS002B.BIN	0:00	36	1304	1FD2	アスタルテ：	Astarte:	@from-v005
m/MS002B.BIN	0:00	37	1318	1FD3	やっぱりね！　{08:4D}{08:81}あ{08:5C}{01:14}用は{08:25}わ。\n<wait>	I knew it! Well, in that case, I have no use left for you.\n<wait>	reads: やっぱりね！　それじゃあもうあなたに用はないわ。\n<wait> @from-v005
m/MS002B.BIN	0:00	38	1364	1EBE	{01:00}{01:04}	{01:00}{01:04}	reads: 早坂達也西野義雄
m/MS002B.BIN	0:00	39	1370	00	d{04:FF}	d{04:FF}	reads: d
m/MS002B.BIN	0:00	40	1374	00	d	d	
m/MS002B.BIN	0:00	41	1388	1F82	{01:29}	{01:29}	reads: そうだ
m/MS002B.BIN	0:00	42	1415	1FD2	アスタルテ：	Astarte:	@from-v005
m/MS002B.BIN	0:00	43	1429	1FD3	{02:08}‥きゃあああああッ！！　{08:47}{01:16}‥が！\n<wait>	Kyaaaaah! I... I...!\n<wait>	reads: ‥‥‥‥きゃあああああッ！！　このあたし‥が！\n<wait> @from-ours
m/MS002B.BIN	0:00	44	1474	1FD2	アスタルテ：	Astarte:	@from-v005
m/MS002B.BIN	0:00	45	1488	1FD3	クッ！！　{08:73}物{08:72}{08:73}物が{08:72}！\n{01:16}は{02:08}{08:48}さえ無ければ{02:08}！\n<wait>	Dammit! It's all this thing's fault!\nIf not for it, I would have never...!\n<wait>	reads: クッ！！　こんな物‥‥こんな物が‥‥！\nあたしは‥‥‥これさえ無ければ‥‥‥！\n<wait> @from-ours
m/MS002B.BIN	0:00	46	1548	1FD0	アスタルテは胸に手を突っ込み、自らの手で心臓を引きずり出{08:17}！\n<wait>	Astarte thrusts her hand into her chest\nand rips out her own heart!\n<wait>	reads: アスタルテは胸に手を突っ込み、自らの手で心臓を引きずり出した！！\n<wait> @from-v005
m/MS002B.BIN	0:00	47	1617	1FD2	アスタルテ：	Astarte:	@from-v005
m/MS002B.BIN	0:00	48	1631	1FD3	{08:48}で、{01:16}の苦しみの{08:72}元{02:08}が{08:72}\n<wait>	This thing is... the source of all my pain...\n<wait>	reads: これで、あたしの苦しみの‥‥元‥‥‥が‥‥\n<wait> @from-v005
m/MS002B.BIN	0:00	49	1672	1FD0	アスタルテは息絶{08:41}{02:08}{08:72}\n<wait>	And thus, Astarte draws her final breath.\n<wait>	reads: アスタルテは息絶えた‥‥‥‥‥\n<wait> @from-v005
m/MS002B.BIN	0:00	50	1701	1FBA	アスタルテ自ら、{08:79}胸より引き出{08:4B}心臓{02:08}{02:08}\n<wait>	All that remains of her now is her heart.\n<wait>	reads: アスタルテ自ら、その胸より引き出した心臓‥‥‥‥‥‥\n<wait> @from-v005
m/MS002B.BIN	0:00	51	1748	1FBA	{08:4D}{08:62}ゆっくりと	Slowly, the heart gets absorbed into Yuuka's body.\n<wait>	reads: それは、ゆっくりと @from-v005
m/MS002B.BIN	0:00	52	1766	00	{04:FE}の胸に吸い込まれ{08:21}{02:08}\n<wait>		reads: の胸に吸い込まれていった‥‥‥\n<wait> @rebase-new
m/MS002B.BIN	0:00	53	1843	1FC5	そ{08:4A}、	In the next moment, Yuuka transforms into Ishtar.\n<wait>	reads: そして、 @from-v005
m/MS002B.BIN	0:00	54	1853	00	{04:FE}の姿は女神、イシュタルの姿へと変化し{08:21}{08:72}\n<wait>		reads: の姿は女神、イシュタルの姿へと変化していった‥‥\n<wait> @rebase-new
m/MS002B.BIN	0:00	55	1904	1FD2	イシュタル：	Ishtar:	@from-v005
m/MS002B.BIN	0:00	56	1918	1FD3	私は{08:72}ああ{02:08}{08:72}思い出{08:4B}わ{02:08}\nそう、私は{02:08}イシュタルだ{08:51}{02:08}‥\n<wait>	Aah.. I remember it now... I am Ishtar... I have always been...\n<wait>	reads: 私は‥‥ああ‥‥‥‥‥思い出したわ‥‥‥\nそう、私は‥‥‥イシュタルだった‥‥‥‥\n<wait> @from-v005
m/MS002B.BIN	0:00	57	1984	1FD2	イシュタル：	Ishtar:	@from-v005
m/MS002B.BIN	0:00	58	1998	1FD3	さあ、共にバールの元へ参りま{08:80}{02:08}{08:72}\nそこで、{08:47}古よりのさだめに決着を付{08:29}の{08:55}{02:08}\n<wait>	Now, let us face Baal and write the final chapter of our destiny.\n<wait>	reads: さあ、共にバールの元へ参りましょう‥‥‥‥‥\nそこで、この古よりのさだめに決着を付けるのです‥‥‥\n<wait> @from-v005
m/MS002B.BIN	0:00	59	2168	1FD2	アスタルテ：	Astarte:	@from-v005
m/MS002B.BIN	0:00	60	2182	1FD3	やっぱり{08:72}そうよね{02:08}{01:16}{02:08}わか{08:52}た{08:5F}わ{08:72}\n<wait>	Huh... Just as I thought...\n<wait>	reads: やっぱり‥‥そうよね‥‥‥あたし‥‥‥わかってたんだわ‥‥\n<wait> @from-v005
m/MS002B.BIN	0:00	61	2229	1FD2	アスタルテ：	Astarte:	@from-v005
m/MS002B.BIN	0:00	62	2243	1FD3	だっ{08:50}{02:08}最後ぐらい{02:08}！\n<wait>	Very well. Let us... finish this!\n<wait>	reads: だったら‥‥‥最後ぐらい‥‥‥！\n<wait> @from-v005
m/MS002B.BIN	0:00	63	2274	1FD0	アスタルテは胸に手を突っ込み、自らの手で心臓を引きずり出{08:17}！\n<wait>	Astarte thrusts her hand into her chest\nand rips out her own heart!\n<wait>	reads: アスタルテは胸に手を突っ込み、自らの手で心臓を引きずり出した！！\n<wait> @from-v005
m/MS002B.BIN	0:00	64	2343	1FD2	アスタルテ：	Astarte:	@from-v005
m/MS002B.BIN	0:00	65	2357	1FD3	{01:16}{02:08}いえ{02:08}‥何{08:56}{08:25}わ{02:08}\n<wait>{08:48}で{02:08}い‥い{02:08}の{08:72}よ{02:08}{08:72}\n<wait>	I... No, never mind...\n<wait>This is... fine...\n<wait>	reads: あたし‥‥‥いえ‥‥‥‥何でもないわ‥‥‥\n<wait>これで‥‥‥い‥い‥‥‥の‥‥よ‥‥‥‥‥\n<wait> @from-v005
m/MS002B.BIN	0:00	66	2429	00	{04:FF}は黙{08:52}{08:31}であ{08:51}、アスタルテに手を差し伸べた。\n<wait>		reads: は黙って泪であった、アスタルテに手を差し伸べた。\n<wait> @rebase-new
m/MS002B.BIN	0:00	67	2501	1FD2	アスタルテ：		@rebase-new
m/MS002B.BIN	0:00	68	2515	1FD3	{02:08}{01:2A}{08:72}	{02:08}{01:2A}{08:72}	reads: ‥‥‥ありがとう‥‥ @rebase-new
m/MS002B.BIN	0:00	69	2525	00	{04:FF}{02:08}‥\n<wait>	{04:FF}{02:08}‥\n<wait>	reads: ‥‥‥‥\n<wait> @rebase-new
m/MS002B.BIN	0:00	70	2540	1FD0	{08:79}瞬間、	You silently extend your hand towards Astarte, previously Rui.\n<wait>	reads: その瞬間、 @from-v005
m/MS002B.BIN	0:00	71	2552	00	{04:FE}の身体が、がっくりと崩れ、床に倒れ伏{08:4B}。\n<wait>		reads: の身体が、がっくりと崩れ、床に倒れ伏した。\n<wait> @rebase-new
m/MS002B.BIN	0:00	72	2603	1FD2	アスタルテ：	Astarte:	@from-v005
m/MS002B.BIN	0:00	73	2617	1FD3	あとは{02:08}あの子と{02:08}\n<wait>	Thank you, Ayato...\n<wait>	reads: あとは‥‥‥あの子と‥‥‥\n<wait> @from-v005
m/MS002B.BIN	0:00	74	2644	1FD0	アスタルテ{08:62}ゆっくりと	In the next instant, Yuuka collapses,\nher lifeless body falling onto the floor.\n<wait>	reads: アスタルテは、ゆっくりと @from-v005
m/MS002B.BIN	0:00	75	2670	00	{04:FE}に近づ{08:64}{02:08}\n<wait>		reads: に近づいた‥‥‥\n<wait> @rebase-new
m/MS002B.BIN	0:00	76	2689	1FBA	二人の身体が触{08:60}途端、辺りはまばゆい光に包ま{08:11}\n光に眩{08:5F}		reads: 二人の身体が触れた途端、辺りはまばゆい光に包まれた！\n光に眩んだ @rebase-new
m/MS002B.BIN	0:00	77	2748	00	{04:FF}の目に最期に映{08:51}の{08:62}アスタルテと		reads: の目に最期に映ったのは、アスタルテと @rebase-new
m/MS002B.BIN	0:00	78	2786	00	{04:FE}の身体が\n融合{08:4A}いく様であ{08:51}{02:08}‥\n<wait>		reads: の身体が\n融合していく様であった‥‥‥‥\n<wait> @rebase-new
m/MS002B.BIN	0:00	79	2878	1FC5	光が収まり、目を開{08:64}		reads: 光が収まり、目を開いた @rebase-new
m/MS002B.BIN	0:00	80	2902	00	{04:FF}の前に{08:62}一人の女神が立{08:52}{08:64}。\n<wait>		reads: の前には、一人の女神が立っていた。\n<wait> @rebase-new
m/MS002B.BIN	0:00	81	2939	1FBA	{08:79}女神{08:62}{08:31}の面影を濃く残{08:4A}{08:64}{02:08}\n<wait>		reads: その女神は、泪の面影を濃く残していた‥‥‥\n<wait> @rebase-new
m/MS002B.BIN	0:00	82	2978	1FD2	イシュタル：		@rebase-new
m/MS002B.BIN	0:00	83	2996	00	{04:FF}よ{02:08}‥私はイシュタル{02:08}‥\n{08:8B}ぞ私を復活{02:0D}くれま{08:4B}{02:08}{08:72}\n<wait>		reads: よ‥‥‥‥私はイシュタル‥‥‥‥\nよくぞ私を復活させてくれました‥‥‥‥‥\n<wait> @rebase-new
m/MS002B.BIN	0:00	84	3058	1FD2	イシュタル：		@rebase-new
m/MS002B.BIN	0:00	85	3072	1FD3	さあ{02:08}最後の仕上げ{08:55}{02:08}‥\nバールの元{08:71}、共に参りま{08:80}{02:08}‥\n<wait>		reads: さあ‥‥‥最後の仕上げです‥‥‥‥\nバールの元まで、共に参りましょう‥‥‥‥\n<wait> @rebase-new
m/MS002B.BIN	0:00	86	3230	1FD2	アスタルテ：	Astarte:	@from-v005
m/MS002B.BIN	0:00	87	3244	1FD3	馬鹿ね。アンタ。\n<wait>	It is time...\n<wait>	@from-v005
m/MS002B.BIN	0:00	88	3269	1FD0	アスタルテ{08:62}差し伸べた	Astarte slowly approaches Yuuka.\n<wait>	reads: アスタルテは、差し伸べた @from-v005
m/MS002B.BIN	0:00	89	3295	00	{04:FF}の手をピシリと払いのけ、素早い動きで、背後の\n		reads: の手をピシリと払いのけ、素早い動きで、背後の\n @rebase-new
m/MS002B.BIN	0:00	90	3346	00	{04:FE}の身体を腕の中に捕ら{08:41}。\n<wait>		reads: の身体を腕の中に捕らえた。\n<wait> @rebase-new
m/MS002B.BIN	0:00	91	3381	1FD2	アスタルテ：	Ishtar:	@from-v005
m/MS002B.BIN	0:00	92	3395	1FD3	{01:16}にと{08:52}、{01:18}{08:6A}か{08:90}{08:56}{08:7F}の。\n{08:47}女{08:72}元イシュタルの身体さえ手に入ればね！！\n<wait>	Katsuragi Ayato... I am Ishtar.\nI thank you for bringing me back to life.\n<wait>	reads: あたしにとって、あんたなんかどうでもいいの。\nこの女‥‥元イシュタルの身体さえ手に入ればね！！\n<wait> @from-v005
m/MS002B.BIN	0:00	93	3475	1FD2	アスタルテ：	Ishtar:	@from-v005
m/MS002B.BIN	0:00	94	3489	1FD3	アンタには苦労を掛{08:43}と思っ{08:2B}わ。{08:56}、{08:4D}{08:74}よ。\n<wait>	Now, there is but one thing left to do. Let us face Baal together.\n<wait>	reads: アンタには苦労を掛けたと思ってるわ。でも、それだけよ。\n<wait> @from-v005
m/MS002B.BIN	0:00	95	3542	1FD2	アスタルテ：	Astarte:	@from-v005
m/MS002B.BIN	0:00	96	3556	1FD3	{08:56}安心な{08:49}。お礼は{08:8E}わ。\n<wait>{01:10}{08:45}で、{01:16}に殺{03:0C}、{01:16}の中で永遠に生きる{08:77}{08:42}{08:72}\n<wait>	Hmph. Fool.\n<wait>	reads: でも安心なさい。お礼はするわ。\n<wait>あなたはここで、あたしに殺され、あたしの中で永遠に生きるのだから‥‥\n<wait> @from-v005
m/MS002B.BIN	0:00	97	3702	00	{04:FE}：		reads: ： @rebase-new
m/MS002B.BIN	0:00	98	3708	1FD3	う{08:72}う{02:08}ああああ！\n<wait>	Hngh... Mmh... Aaahh!\n<wait>	reads: う‥‥う‥‥‥ああああ！\n<wait> @from-v005
m/MS002B.BIN	0:00	99	3735	1FD0	突如、	All of a sudden, Yuuka begins screaming in agony!\n<wait>	@from-v005
m/MS002B.BIN	0:00	100	3745	00	{04:FE}が苦しみ{03:03}！\n<wait>		reads: が苦しみだした！\n<wait> @rebase-new
m/MS002B.BIN	0:00	101	3818	00	{04:FE}の姿{08:62}女神の{08:4D}に{08:16}。\n<wait>{03:0B}虚ろな瞳の奥に、		reads: の姿は、女神のそれになった。\n<wait>しかし、虚ろな瞳の奥に、 @rebase-new
m/MS002B.BIN	0:00	102	3867	00	{04:FF}への憎悪を秘め{08:14}。\n<wait>		reads: への憎悪を秘めている。\n<wait> @rebase-new
m/MS002B.BIN	0:00	103	3894	1FBA	イシュタルが襲い掛かっ{08:1C}！\n<wait>	Ishtar lunges towards you!\n<wait>	reads: イシュタルが襲い掛かってきた！！\n<wait> @from-v005
m/MS002B.BIN	0:00	104	3932	1EBE	{01:00}{01:04}	{01:00}{01:04}	reads: 早坂達也西野義雄
m/MS002B.BIN	0:00	105	3938	00	d{04:FF}	d{04:FF}	reads: d
m/MS002B.BIN	0:00	106	3942	00	d	d	
m/MS002B.BIN	0:00	107	3956	1F82	p	p	
m/MS002B.BIN	0:00	108	3959	00	{01:52}{=E9}{=00}	{01:52}{=E9}{=00}	reads: {=E9}{=00}
m/MS002B.BIN	0:00	109	3980	1FD2	イシュタル：	Ishtar:	@from-v005
m/MS002B.BIN	0:00	110	3994	1FD3	{02:08}‥キャアアアアァァァ{02:08}‥！\n<wait>	KYAAAAAAAAAAAH!\n<wait>	reads: ‥‥‥‥キャアアアアァァァ‥‥‥‥！\n<wait> @from-v005
m/MS002B.BIN	0:00	111	4056	1FD0	イシュタルは絶叫と共に絶命し、{08:79}肉体は塵と化{08:4B}{02:08}\n<wait>	With a terrible scream, Ishtar's body crumbles into dust.\n<wait>	reads: イシュタルは絶叫と共に絶命し、その肉体は塵と化した‥‥‥\n<wait> @from-v005
m/MS002B.BIN	0:00	112	4136	1FD2	アスタルテ：	Astarte:	@from-v005
m/MS002B.BIN	0:00	113	4154	00	{04:FF}{02:08}‥本当に{01:38}を{02:08}‥\n<wait>{01:2A}{02:08}{08:72}\n<wait>	Ayato... You...\n<wait>Thank you...\n<wait>	reads: ‥‥‥‥本当にアタシを‥‥‥‥\n<wait>ありがとう‥‥‥‥‥\n<wait> @from-v005 @rebase-tagdiff
m/MS002B.BIN	0:00	114	4194	1FD2	アスタルテ：	Astarte:	@from-v005
m/MS002B.BIN	0:00	115	4208	1FD3	さあ、行きま{08:80}。\n二人で、{08:47}戦いに決着をつ{08:29}のよ！\n<wait>	Now, let's go. It's time to put an end to this madness!\n<wait>	reads: さあ、行きましょう。\n二人で、この戦いに決着をつけるのよ！\n<wait> @from-v005
m/MS002B.BIN	0:00	116	4349	00	{04:FE}：	Yuuka:	reads: ： @from-v005 @rebase-tagdiff
m/MS002B.BIN	0:00	117	4359	00	{04:FF}くん{02:08}‥\n私は{02:08}{08:47}人の中で見守る{08:46}に{08:8E}わ{02:08}。\n<wait>	Katsuragi... I will be here... inside her... watching you...\n<wait>	reads: くん‥‥‥‥\n私は‥‥‥この人の中で見守ることにするわ‥‥‥。\n<wait> @from-v005 @rebase-tagdiff
m/MS002B.BIN	0:00	118	4413	1FD0	そう言{08:52}、	With that, Yuuka holds her hand towards Astarte.\n<wait>	reads: そう言って、 @from-v005
m/MS002B.BIN	0:00	119	4427	00	{04:FE}はアスタルテに手を差し伸べた{08:72}\n<wait>		reads: はアスタルテに手を差し伸べた‥‥\n<wait> @rebase-new
m/MS002B.BIN	0:00	120	4466	1FBA	二人の手と手が触{08:60}途端、辺りはまばゆい光に包ま{08:11}\n<wait>	The moment their hands touch,	reads: 二人の手と手が触れた途端、辺りはまばゆい光に包まれた！\n<wait> @from-v005
m/MS002B.BIN	0:01	0	34	1FD0	{01:2E}の中に{08:62}何者の気配も無い。\n{08:82}、{08:63}達の気配{08:74}が{08:7B}。\n<wait>	The room appears to be empty.\nYou can't hear anything but your own footsteps.\n<wait>	reads: 部屋の中には、何者の気配も無い。\nただ、自分達の気配だけがある。\n<wait> @from-v005
m/MS002B.BIN	0:01	1	92	1FBA	大きな皿の上に、	You can see Yuuka's head sitting in a pool of blood.\nDroplets of said blood have been sprinkled on top of it,\nsuggesting that whoever did this did so on purpose.\n<wait>	@from-v005
m/MS002B.BIN	0:01	2	112	00	{04:FE}の首が乗っ{08:14}。\n{08:79}上{08:42}{08:62}常に血が滴り落ちる仕掛けになっ{08:14}。\n<wait>		reads: の首が乗っている。\nその上からは、常に血が滴り落ちる仕掛けになっている。\n<wait> @rebase-new
m/MS002B.BIN	0:01	3	178	1FBA	恐る恐る、血まみれの首に手を伸ばす。\n{08:79}手に生暖かい血が滴る{02:08}‥\n<wait>	You timidly reach for the head.\nAs you do, you can feel the blood sticking against your palm.\n<wait>	reads: 恐る恐る、血まみれの首に手を伸ばす。\nその手に生暖かい血が滴る‥‥‥‥\n<wait> @from-v005
m/MS002B.BIN	0:01	4	252	00	{04:FE}の頬{08:62}生き血のせいも{08:7B}{08:8C}が、ほんのりと温かい。\n<wait>	Yuuka's forehead feels almost... warm.\n<wait>	reads: の頬は、生き血のせいもあるだろうが、ほんのりと温かい。\n<wait> @from-v005 @rebase-tagdiff
m/MS002B.BIN	0:01	5	316	00	{04:FF}{08:62}頭をゆっくりと台座{08:42}下ろ{08:4B}。\n<wait>	You slowly pick up her head from the altar.\n<wait>	reads: は、頭をゆっくりと台座から下ろした。\n<wait> @from-v005 @rebase-tagdiff
m/MS002B.BIN	0:01	6	362	1FD2	{08:31}：	Rui:	reads: 泪： @from-v005
m/MS002B.BIN	0:01	7	368	1FD3	早くッ！！\n<wait>	Hurry up already!...\n<wait>	@from-v005
m/MS002B.BIN	0:01	8	387	1FD0	{08:31}の押し殺{08:4B}声が響く{02:08}\n<wait>	Rui is screaming and whispering at the same time.\n<wait>	reads: 泪の押し殺した声が響く‥‥‥\n<wait> @from-v005
m/MS002B.BIN	0:01	9	418	1FD2	{08:31}：	Rui:	reads: 泪： @from-v005
m/MS002B.BIN	0:01	10	424	1FD3	早くし{08:25}と、他の{08:0B}が来ちゃうわ！！\n<wait>	More demons are going to show up any second now!...\n<wait>	reads: 早くしないと、他の悪魔が来ちゃうわ！！\n<wait> @from-v005
m/MS002B.BIN	0:01	11	471	00	{04:FF}{08:62}急いで頭部を{08:83}と、{08:31}の後に付いて{01:2E}を出た。\n	She's right. You grab Yuuka's head and quickly leave the room.\n	reads: は、急いで頭部をしまうと、泪の後に付いて部屋を出た。\n @from-v005 @rebase-tagdiff
m/MS002B.BIN	0:01	12	521	18	{02:08}	You quickly grab Yuuka's head.\nYou need to get out of here before Baal returns.\n<wait>	reads: ‥‥‥ @from-ours
m/MS002B.BIN	0:01	13	527	00	{04:FF}{08:62}急いで頭部を{08:1F}。\nぐずぐず{08:13}うちに、{08:47}{01:2E}の主で{08:7B}{01:08}が帰{08:52}こ{08:25}とも\n限ら{08:25}。\n<wait>		reads: は、急いで頭部をしまった。\nぐずぐずしているうちに、この部屋の主であるバエルが帰ってこないとも\n限らない。\n<wait> @rebase-new
m/MS002B.BIN	0:01	14	610	1FBA	早く脱出し{08:57}{02:08}‥\n<wait>	Time to run.\n<wait>	reads: 早く脱出しなければ‥‥‥‥\n<wait> @from-v005
m/MS002B.BIN	0:01	15	639	0B	{08:31}{08:62}頭をゆっくりと台座{08:42}下ろ{08:4B}。\n<wait>	Rui cautiously removes the head from the altar.\n<wait>	reads: 泪は、頭をゆっくりと台座から下ろした。\n<wait> @from-v005
m/MS002B.BIN	0:01	16	680	1FD2	{08:31}：	Rui:	reads: 泪： @from-v005
m/MS002B.BIN	0:01	17	686	1FD3	{08:47}頭部が{08:3F}ば{02:08}彼女は復活{08:8E}の{02:08}？\n{08:56}、心臓は{02:08}‥\n<wait>	Will we be able to bring her back now?\nWait, no, but her heart is still...\n<wait>	reads: この頭部があれば‥‥‥彼女は復活するの‥‥‥？\nでも、心臓は‥‥‥‥\n<wait> @from-v005
m/MS002B.BIN	0:01	18	742	1FD0	{08:31}{08:62}そこ{08:71}言{08:52}かぶりを振{08:51}。\n<wait>	Rui shakes her head.\n<wait>	reads: 泪は、そこまで言ってかぶりを振った。\n<wait> @from-v005
m/MS002B.BIN	0:01	19	779	1FD2	{08:31}：	Rui:	reads: 泪： @from-v005
m/MS002B.BIN	0:01	20	785	1FD3	いえ、今は{08:7A}事考え{08:2B}場合{08:81}{08:25}わね{02:08}‥\n早く{08:45}{08:42}出{08:25}と{02:08}‥\n<wait>	No, this is not the time to be worrying about that.\nWe need to get out of here.\n<wait>	reads: いえ、今はそんな事考えてる場合じゃないわね‥‥‥‥\n早くここから出ないと‥‥‥‥\n<wait> @from-v005
